NR_VOTAVEL,DS_CARGO,DS_SIT_TOT_TURNO,RECEITA_TOTAL,QTD_VOTOS,CUSTO_VOTO,VR_TOTAL_BEM_CANDIDATO,Recursos_partido,Recursos_proprios,Recursos_outros_candidatos,Recursos_pessoas_fisicas,Rendimentos_aplicacoes,Financiamento_Coletivo,origens_nao_identificadas,Comercio_bens_ou_eventos,Doacoes_Internet,0.000000000,0.000000000,0.000000000,0,0
13110,DEPUTADO ESTADUAL,SUPLENTE,0.000495049623,0.00224427046,0.000159102,0.000620410,-0.000002047,0.001232051,-0.000132548,0.001284725,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
51100,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00223749334,-0.000012950,0.012719019,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
14789,DEPUTADO ESTADUAL,NÃO ELEITO,0.002745047907,0.00218327635,0.000958312,-0.000000031,-0.000002047,0.009863024,0.011917242,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65000,DEPUTADO ESTADUAL,SUPLENTE,0.003195047564,0.00216555157,0.001126664,0.001104355,-0.000002047,0.005506437,0.013242719,0.004012105,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
77177,DEPUTADO ESTADUAL,SUPLENTE,0.006276295214,0.00215877445,0.002231127,0.158023216,0.007788667,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4050,DEPUTADO FEDERAL,SUPLENTE,0.024995030941,0.00212019697,0.009081760,-0.000000031,0.031005769,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
28345,DEPUTADO ESTADUAL,SUPLENTE,0.016327340050,0.00209152453,0.006010723,0.006780774,-0.000002047,0.013018343,0.135812963,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
22555,DEPUTADO ESTADUAL,SUPLENTE,0.008408793588,0.00204095676,0.003167238,-0.000000031,-0.000002047,0.004232341,0.060116401,0.006255762,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
13813,DEPUTADO ESTADUAL,SUPLENTE,0.001870048574,0.00202166803,0.000703009,0.015448962,-0.000002047,0.012329016,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1770,DEPUTADO FEDERAL,SUPLENTE,0.000245049813,0.00198517582,0.000085101,-0.000000031,0.000308032,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
17222,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00197787738,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5111,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00196640841,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
28190,DEPUTADO ESTADUAL,SUPLENTE,0.003357097440,0.00193148016,0.001330166,0.002259155,-0.000002047,0.022086125,-0.000132548,0.000011810,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
22122,DEPUTADO ESTADUAL,SUPLENTE,0.037496671409,0.00191323405,0.015107283,-0.000000031,0.031005769,0.000009905,0.120365350,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1311,DEPUTADO FEDERAL,SUPLENTE,0.010322020879,0.00190645693,0.004164400,-0.000000031,0.012633638,-0.000000945,-0.000132548,-0.000001775,-0.002063099,0.022810425,-0.003025794,#DIV/0!,,,,,,
19019,DEPUTADO ESTADUAL,SUPLENTE,0.007671794150,0.00190645693,0.003093237,0.103061203,-0.000002047,0.001519750,0.065538806,0.002604159,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
22111,DEPUTADO ESTADUAL,SUPLENTE,0.040131969399,0.00189811586,0.016296847,0.000403256,0.049610458,-0.000000945,-0.000132548,0.000562020,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
43333,DEPUTADO ESTADUAL,SUPLENTE,0.005388170892,0.00188039107,0.002199677,0.005025545,0.004649126,0.004109042,0.007272048,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65888,DEPUTADO ESTADUAL,SUPLENTE,0.002938822759,0.00186787946,0.001202515,0.000062013,0.000385551,0.001150015,0.018183133,0.002288195,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
70777,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00184911204,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
20444,DEPUTADO ESTADUAL,SUPLENTE,0.001614096269,0.00180688535,0.000678958,0.008893376,-0.000002047,0.010645877,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
70123,DEPUTADO ESTADUAL,SUPLENTE,0.009120043046,0.00173911412,0.004034899,-0.000000031,-0.000002047,-0.000000945,0.084215980,0.001542025,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
20111,DEPUTADO ESTADUAL,SUPLENTE,0.003150113848,0.00166508708,0.001448568,-0.000000031,0.000994855,0.001076307,-0.000132548,0.009003726,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
20400,DEPUTADO ESTADUAL,SUPLENTE,0.007432544333,0.00165987390,0.003442892,-0.000000031,0.007749907,-0.000000945,-0.000132548,0.004886926,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
7755,DEPUTADO FEDERAL,SUPLENTE,0.004527874047,0.00165674600,0.002097925,0.001551073,0.004687886,0.004941413,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65133,DEPUTADO ESTADUAL,SUPLENTE,0.001211299076,0.00164162780,0.000558707,0.006204384,-0.000002047,-0.000000945,0.011591898,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1707,DEPUTADO FEDERAL,SUPLENTE,0.002586413028,0.00160357165,0.001233965,0.018535938,0.002323540,-0.000000945,-0.000132548,0.001953705,-0.002063099,0.039618009,-0.003025794,#DIV/0!,,,,,,
70222,DEPUTADO ESTADUAL,SUPLENTE,0.000332549746,0.00158011238,0.000151702,-0.000000031,-0.000002047,-0.000000945,-0.000132548,0.001387645,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1799,DEPUTADO FEDERAL,SUPLENTE,0.002495048098,0.00156238759,0.001221015,0.017930728,0.003098735,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
90190,DEPUTADO ESTADUAL,SUPLENTE,0.015312164574,0.00156186627,0.007551791,0.031758152,-0.000002047,0.011537441,0.111328007,0.008231826,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
7770,DEPUTADO FEDERAL,SUPLENTE,0.000076556192,0.00155248256,0.000027750,0.004715324,0.000036713,0.000247339,-0.000132548,0.000049685,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
44111,DEPUTADO ESTADUAL,NÃO ELEITO,0.001059199192,0.00151651168,0.000529106,0.005770075,-0.000002047,0.006996883,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2245,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00150295743,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
11007,DEPUTADO ESTADUAL,SUPLENTE,0.009370042855,0.00148731792,0.004848909,0.034279361,-0.000002047,-0.000000945,0.090240875,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
25678,DEPUTADO ESTADUAL,SUPLENTE,0.013337909830,0.00146855050,0.006994935,-0.000000031,0.015501861,-0.000000945,-0.000132548,0.003468152,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
14555,DEPUTADO ESTADUAL,SUPLENTE,0.019395035211,0.00146125206,0.010226924,0.006204384,0.001548344,-0.000000945,0.168564509,0.002674145,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
23999,DEPUTADO ESTADUAL,NÃO ELEITO,0.004092546879,0.00144404859,0.002175626,0.001395962,0.003253774,0.001330691,0.005892347,0.002653561,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
90300,DEPUTADO ESTADUAL,SUPLENTE,0.006245045238,0.00142997303,0.003357791,0.001675161,-0.000002047,-0.000000945,0.060116401,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
50333,DEPUTADO ESTADUAL,SUPLENTE,0.000670049489,0.00139556609,0.000360754,0.000217123,0.000835164,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
51515,DEPUTADO ESTADUAL,NÃO ELEITO,0.000449874657,0.00139504478,0.000238653,0.020412494,0.000308032,0.001345980,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
13713,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00139139556,-0.000012950,0.001085742,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
40000,DEPUTADO ESTADUAL,SUPLENTE,0.025421694366,0.00139035292,0.014091621,-0.000000031,0.031317911,-0.000000945,0.001554423,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4400,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00138357580,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1101,DEPUTADO FEDERAL,SUPLENTE,0.001084649173,0.00138044789,0.000595707,0.006204384,-0.000002047,0.002300647,-0.000132548,0.003043010,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1101,DEPUTADO FEDERAL,#NULO#,0.000507549613,0.00138044789,0.000273803,0.006204384,-0.000002047,-0.000000945,0.004205377,0.000255525,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1899,DEPUTADO FEDERAL,NÃO ELEITO,0.006132545324,0.00137367077,0.003433642,-0.000000031,0.006199517,-0.000000945,0.005892347,0.002108085,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3033,DEPUTADO FEDERAL,NÃO ELEITO,0.000782444403,0.00136689365,0.000431055,0.001422269,0.000168366,-0.000000945,-0.000132548,0.001902245,-0.002063099,0.030732212,-0.003025794,#DIV/0!,,,,,,
5123,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00132206037,-0.000012950,0.024848358,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1722,DEPUTADO FEDERAL,SUPLENTE,0.001252955295,0.00131788983,0.000723359,-0.000000031,0.001548344,-0.000000945,-0.000132548,-0.000001775,-0.002063099,0.001105673,-0.003025794,#DIV/0!,,,,,,
17123,DEPUTADO ESTADUAL,SUPLENTE,0.003870047049,0.00128348290,0.002316228,-0.000000031,0.002478579,-0.000000945,0.017942137,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
17017,DEPUTADO ESTADUAL,NÃO ELEITO,0.001245049051,0.00127357787,0.000743709,0.002264580,0.001548344,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5001,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00127201392,-0.000012950,0.000434278,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
17444,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00127149260,-0.000012950,0.003722618,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
20300,DEPUTADO ESTADUAL,SUPLENTE,0.000870049337,0.00124646938,0.000529106,0.006514605,-0.000002047,-0.000000945,-0.000132548,0.003600425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2727,DEPUTADO FEDERAL,NÃO ELEITO,0.002073348419,0.00124542675,0.001274665,0.024294566,0.002571602,0.000020755,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3040,DEPUTADO FEDERAL,NÃO ELEITO,0.002553068053,0.00121675430,0.001607669,0.002719025,0.000633483,0.001560850,-0.000132548,0.006610836,-0.002063099,0.033103573,-0.003025794,#DIV/0!,,,,,,
5088,DEPUTADO FEDERAL,NÃO ELEITO,0.000711299458,0.00120424269,0.000445855,-0.000000031,0.000886327,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
29,GOVERNADOR,NÃO ELEITO,0.000070049947,0.00118651790,0.000035150,-0.000000031,0.000090977,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5033,DEPUTADO FEDERAL,NÃO ELEITO,0.000718799452,0.00118078341,0.000460656,0.012408799,0.000895630,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1300,DEPUTADO FEDERAL,SUPLENTE,0.002255048281,0.00117348497,0.001472618,-0.000000031,0.002323540,-0.000000945,0.003578788,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
12222,DEPUTADO ESTADUAL,SUPLENTE,0.001074474181,0.00115002570,0.000710409,0.000840512,-0.000002047,-0.000000945,-0.000132548,0.004442002,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
9000,DEPUTADO FEDERAL,SUPLENTE,0.000057549956,0.00114116331,0.000029600,-0.000000031,-0.000002047,0.000410053,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65130,DEPUTADO ESTADUAL,SUPLENTE,0.002708797935,0.00113230092,0.001835222,0.009104948,-0.000002047,0.004109042,0.017592693,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
11477,DEPUTADO ESTADUAL,SUPLENTE,0.010120042283,0.00111561877,0.006985685,-0.000000031,-0.000002047,-0.000000945,0.090240875,0.003085825,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3177,DEPUTADO FEDERAL,SUPLENTE,0.005979279191,0.00109737267,0.004192151,0.015246293,0.006862133,0.000081254,-0.000132548,0.001799325,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3122,DEPUTADO FEDERAL,SUPLENTE,0.002745047907,0.00108590369,0.001940673,-0.000000031,0.003408813,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
25888,DEPUTADO ESTADUAL,SUPLENTE,0.001245049051,0.00108069052,0.000878761,0.006824825,-0.000002047,-0.000000945,0.011917242,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
77200,DEPUTADO ESTADUAL,SUPLENTE,0.010398167071,0.00106452968,0.007524041,0.002460484,-0.000002047,-0.000000945,0.100151827,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1321,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00105723124,-0.000012950,0.008996370,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
13612,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00105670993,-0.000012950,0.013680704,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4044,DEPUTADO FEDERAL,SUPLENTE,0.001245049051,0.00105462466,0.000900961,0.010857695,-0.000002047,-0.000000945,0.011917242,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5199,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00104732622,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
50555,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00104576226,-0.000012950,0.000248146,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5477,DEPUTADO FEDERAL,NÃO ELEITO,0.000182549861,0.00102699485,0.000127652,-0.000000031,-0.000002047,0.001232051,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
20099,DEPUTADO ESTADUAL,SUPLENTE,0.000163799875,0.00101761114,0.000114701,-0.000000031,-0.000002047,-0.000000945,-0.000132548,0.000692935,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
43123,DEPUTADO ESTADUAL,SUPLENTE,0.004286712981,0.00101187665,0.003257889,0.063998508,0.002995375,0.012329016,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1000,DEPUTADO FEDERAL,SUPLENTE,0.002157548355,0.00097746971,0.001692770,0.002608492,-0.000002047,0.010931620,-0.000132548,0.002056625,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
17217,DEPUTADO ESTADUAL,SUPLENTE,0.006282545210,0.00097694840,0.004950660,-0.000000031,0.003873930,-0.000000945,0.030353420,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
11114,DEPUTADO ESTADUAL,SUPLENTE,0.004407546639,0.00096652205,0.003507642,0.000279168,-0.000002047,-0.000000945,0.011917242,0.013017607,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
70456,DEPUTADO ESTADUAL,SUPLENTE,0.001292861514,0.00095192517,0.001037863,-0.000000031,-0.000002047,0.004538535,-0.000132548,0.002499181,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5400,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00092429536,-0.000012950,0.004341295,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
13130,DEPUTADO ESTADUAL,SUPLENTE,0.000622549525,0.00091699692,0.000514306,0.003053847,0.000773149,-0.000000945,-0.000132548,0.000008517,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
20678,DEPUTADO ESTADUAL,SUPLENTE,0.000124949905,0.00091439034,0.000096201,0.000775521,-0.000002047,0.000154577,-0.000132548,0.000435635,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
17317,DEPUTADO ESTADUAL,SUPLENTE,0.016441912463,0.00090709189,0.013967669,-0.000000031,0.019842955,-0.000000945,0.004175252,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2700,DEPUTADO FEDERAL,NÃO ELEITO,0.000570049565,0.00090552794,0.000477306,0.006064757,0.000711133,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
11411,DEPUTADO ESTADUAL,SUPLENTE,0.009640042649,0.00090031477,0.008247400,0.009179401,0.011960769,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
28128,DEPUTADO ESTADUAL,SUPLENTE,0.000551922079,0.00089614423,0.000466206,-0.000000031,-0.000002047,0.003250038,-0.000132548,-0.000001775,-0.002063099,0.010111687,-0.003025794,#DIV/0!,,,,,,
1330,DEPUTADO FEDERAL,SUPLENTE,0.001945048517,0.00088832448,0.001679820,0.000992675,0.001548344,-0.000000945,-0.000132548,0.002879985,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65622,DEPUTADO ESTADUAL,SUPLENTE,0.005618080716,0.00087164233,0.004961760,0.000930631,0.001548344,0.003287044,0.014899565,0.009523102,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2899,DEPUTADO FEDERAL,SUPLENTE,0.000370049718,0.00087112101,0.000318204,-0.000000031,0.000463071,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
10700,DEPUTADO ESTADUAL,SUPLENTE,0.002495048098,0.00087007837,0.002203377,-0.000000031,0.003098735,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5140,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00086695047,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5125,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00086642915,-0.000012950,0.003412397,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2213,DEPUTADO FEDERAL,SUPLENTE,0.012629940370,0.00085913071,0.011327687,0.006281939,0.015501861,0.000064157,-0.000132548,0.000512825,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
22333,DEPUTADO ESTADUAL,SUPLENTE,0.003120047621,0.00085131096,0.002817584,-0.000000031,-0.000002047,-0.000000945,0.029991927,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1813,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00085131096,-0.000012950,0.007749283,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4321,DEPUTADO FEDERAL,SUPLENTE,0.006586711228,0.00084609778,0.005994073,0.020195339,0.007398485,0.004109042,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
50999,DEPUTADO ESTADUAL,SUPLENTE,0.000182549861,0.00084401252,0.000159102,0.000341212,0.000112682,0.000623773,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1340,DEPUTADO FEDERAL,SUPLENTE,0.001620048765,0.00084192725,0.001474468,-0.000000031,0.001548344,-0.000000945,0.003482389,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
27133,DEPUTADO ESTADUAL,SUPLENTE,0.000833799364,0.00083567144,0.000760359,0.016100573,0.000711133,0.001577290,0.000096398,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3188,DEPUTADO FEDERAL,SUPLENTE,0.002620048002,0.00082211719,0.002449430,-0.000000031,0.001858422,0.003287044,-0.000132548,0.002571225,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
45645,DEPUTADO ESTADUAL,NÃO ELEITO,0.005260670989,0.00081586139,0.004963610,0.000279168,0.006528975,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
33333,DEPUTADO ESTADUAL,SUPLENTE,0.001125174142,0.00081377612,0.001058213,-0.000000031,-0.000002047,-0.000000945,0.007820314,0.001254363,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65213,DEPUTADO ESTADUAL,SUPLENTE,0.003695047183,0.00081012690,0.003509492,0.009213525,0.001005707,-0.000000945,0.005892347,0.009312486,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
50033,DEPUTADO ESTADUAL,SUPLENTE,0.000731299442,0.00080439241,0.000691908,0.000930631,0.000818110,-0.000000945,-0.000132548,0.000306985,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1818,DEPUTADO FEDERAL,NÃO ELEITO,0.005366920908,0.00080230714,0.005150462,-0.000000031,0.006199517,-0.000000945,-0.000132548,0.001529160,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65613,DEPUTADO ESTADUAL,SUPLENTE,0.000763799418,0.00078823158,0.000738159,-0.000000031,-0.000002047,-0.000000945,0.004868115,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
90555,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00078249709,-0.000012950,0.006394575,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65100,DEPUTADO ESTADUAL,SUPLENTE,0.001370048955,0.00078093314,0.001344966,-0.000000031,0.000773149,-0.000000945,0.007097326,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
44456,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00078093314,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3311,DEPUTADO FEDERAL,SUPLENTE,0.000842474358,0.00077102811,0.000834360,0.000000000,-0.000002047,-0.000000945,0.007820314,-0.000001775,-0.002063099,0.003500747,-0.003025794,#DIV/0!,,,,,,
4041,DEPUTADO FEDERAL,SUPLENTE,0.039792668408,0.00076790021,0.039947533,-0.000000031,0.049359479,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
77677,DEPUTADO ESTADUAL,SUPLENTE,0.003651297216,0.00076268704,0.003683395,0.009443042,0.003912690,0.003287044,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65640,DEPUTADO ESTADUAL,SUPLENTE,0.000538799589,0.00076060177,0.000538357,-0.000000031,-0.000002047,-0.000000945,0.002699153,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65232,DEPUTADO ESTADUAL,SUPLENTE,0.002877820306,0.00075955913,0.002913785,0.009050453,-0.000002047,0.013576134,0.003271518,0.000770125,-0.002063099,0.045578990,-0.003025794,#DIV/0!,,,,,,
90469,DEPUTADO ESTADUAL,SUPLENTE,0.003748347142,0.00075434596,0.003823996,0.003102176,0.004653219,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3003,DEPUTADO FEDERAL,NÃO ELEITO,0.000610422035,0.00074391962,0.000625308,0.005215761,0.000168366,0.002686016,-0.000132548,0.000152605,-0.002063099,0.005059658,-0.003025794,#DIV/0!,,,,,,
31031,DEPUTADO ESTADUAL,SUPLENTE,0.014995038566,0.00074027040,0.015610489,-0.000000031,0.001548344,-0.000000945,0.132415139,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4577,DEPUTADO FEDERAL,SUPLENTE,0.001230549062,0.00073922776,0.001276515,0.024432458,0.000036713,0.000015495,-0.000132548,0.003780535,-0.002063099,0.046486293,-0.003025794,#DIV/0!,,,,,,
1331,DEPUTADO FEDERAL,SUPLENTE,0.001245049051,0.00073818513,0.001293166,-0.000000031,0.001548344,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
