NR_VOTAVEL,DS_CARGO,DS_SIT_TOT_TURNO,RECEITA_TOTAL,QTD_VOTOS,CUSTO_VOTO,VR_TOTAL_BEM_CANDIDATO,Recursos_partido,Recursos_proprios,Recursos_outros_candidatos,Recursos_pessoas_fisicas,Rendimentos_aplicacoes,Financiamento_Coletivo,origens_nao_identificadas,Comercio_bens_ou_eventos,Doacoes_Internet,0.000000000,0.000000000,0.000000000,0,0
1877,DEPUTADO FEDERAL,NÃO ELEITO,0.002087795908,0.00032165270,0.004998760,-0.000000031,0.000121985,-0.000000945,0.017872224,0.000512825,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
51555,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00032113138,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65065,DEPUTADO ESTADUAL,SUPLENTE,0.001986298485,0.00031904611,0.004795258,-0.000000031,0.000308032,-0.000000945,0.015688826,0.000409905,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
90222,DEPUTADO ESTADUAL,SUPLENTE,0.003120047621,0.00031800348,0.007557341,0.001147786,0.003873930,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
70500,DEPUTADO ESTADUAL,SUPLENTE,0.000145049889,0.00031748216,0.000351504,-0.000000031,-0.000002047,-0.000000945,-0.000132548,0.000615745,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4414,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00031591821,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
9012,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00031539689,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
28555,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00031539689,-0.000012950,0.005273722,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1244,DEPUTADO FEDERAL,SUPLENTE,0.000034718724,0.00031435426,0.000085101,-0.000000031,-0.000002047,0.000259916,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
9099,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00031435426,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
10100,DEPUTADO ESTADUAL,SUPLENTE,0.016920197098,0.00031331163,0.041597753,-0.000000031,0.020990443,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
55055,DEPUTADO ESTADUAL,SUPLENTE,0.064758685622,0.00030966241,0.161081449,-0.000000031,0.078372886,0.000009905,0.015024883,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1470,DEPUTADO FEDERAL,SUPLENTE,0.002813797854,0.00030966241,0.006998635,0.010907687,0.003098735,0.000862152,-0.000132548,0.000770125,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
18321,DEPUTADO ESTADUAL,NÃO ELEITO,0.000170049870,0.00030966241,0.000421805,-0.000000031,0.000215008,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5444,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00030966241,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3318,DEPUTADO FEDERAL,SUPLENTE,0.000824999371,0.00030914109,0.002055375,0.000000279,-0.000002047,0.000031606,0.007820314,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
10444,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00030809845,-0.000012950,0.012934651,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5410,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00030809845,-0.000012950,0.005648778,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
50250,DEPUTADO ESTADUAL,SUPLENTE,0.000735049440,0.00030653450,0.001846322,0.006824825,0.000818110,0.000492253,-0.000132548,0.000013663,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
25625,DEPUTADO ESTADUAL,SUPLENTE,0.002182548336,0.00030653450,0.005483466,0.005894163,-0.000002047,0.000985452,0.017942137,0.000667205,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
13456,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00030444923,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5153,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00030444923,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5136,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00030392792,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65252,DEPUTADO ESTADUAL,SUPLENTE,0.000545049584,0.00030340660,0.001383817,-0.000000031,-0.000002047,-0.000000945,0.002759402,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4333,DEPUTADO FEDERAL,SUPLENTE,0.009376084101,0.00030132133,0.023967040,-0.000000031,0.011633377,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
11112,DEPUTADO ESTADUAL,SUPLENTE,0.000038799970,0.00030132133,0.000098051,0.000041918,-0.000002047,-0.000000945,-0.000132548,0.000178335,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5025,DEPUTADO FEDERAL,NÃO ELEITO,0.000257549804,0.00030027870,0.000660458,0.003102176,0.000323536,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
44655,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00030027870,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65345,DEPUTADO ESTADUAL,SUPLENTE,0.000563799570,0.00029871474,0.001454118,-0.000000031,-0.000002047,-0.000000945,0.002940149,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
28100,DEPUTADO ESTADUAL,SUPLENTE,0.000245049813,0.00029871474,0.000630858,-0.000000031,-0.000002047,-0.000000945,0.002277410,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2011,DEPUTADO FEDERAL,SUPLENTE,0.000145049889,0.00029871474,0.000373705,-0.000000031,-0.000002047,-0.000000945,-0.000132548,0.000615745,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1808,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00029715079,-0.000012950,0.020721956,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1800,DEPUTADO FEDERAL,NÃO ELEITO,0.000557549575,0.00029662948,0.001446718,-0.000000031,0.000649118,0.000245654,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
54444,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00029662948,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
23222,DEPUTADO ESTADUAL,NÃO ELEITO,0.001332548984,0.00029506552,0.003478042,-0.000000031,0.001501833,-0.000000945,0.001072431,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1819,DEPUTADO FEDERAL,NÃO ELEITO,0.000045049966,0.00029245894,0.000118401,-0.000000031,0.000059969,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
77555,DEPUTADO ESTADUAL,SUPLENTE,0.002526298074,0.00029141630,0.006676731,0.002202536,0.003137495,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2023,DEPUTADO FEDERAL,SUPLENTE,0.000488799627,0.00029037367,0.001296866,-0.000000031,-0.000002047,0.003245944,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
50444,DEPUTADO ESTADUAL,SUPLENTE,0.000337549743,0.00029037367,0.000895411,0.007150557,0.000422761,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
23623,DEPUTADO ESTADUAL,NÃO ELEITO,0.001620048765,0.00028776708,0.004336452,0.001426984,0.001548344,-0.000000945,0.003482389,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
11666,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00028724577,-0.000012950,0.006204384,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
28765,DEPUTADO ESTADUAL,SUPLENTE,0.000120049908,0.00028620313,0.000323754,0.000403256,0.000152993,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
7070,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00028620313,-0.000012950,0.022304840,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
28193,DEPUTADO ESTADUAL,SUPLENTE,0.000713799456,0.00028568182,0.001924023,-0.000000031,-0.000002047,-0.000000945,-0.000132548,0.002957175,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1845,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00028568182,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
16123,DEPUTADO ESTADUAL,NÃO ELEITO,0.000209112341,0.00028463918,0.000566107,-0.000000031,-0.000002047,-0.000000945,0.001930979,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
20007,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00028463918,-0.000012950,0.000496322,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1322,DEPUTADO FEDERAL,SUPLENTE,0.001870048574,0.00028411786,0.005069061,-0.000000031,0.002323540,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
3322,DEPUTADO FEDERAL,SUPLENTE,0.000101299923,0.00028255391,0.000277503,0.000000008,-0.000002047,0.000122354,0.000590440,-0.000001775,-0.002063099,0.001863477,-0.003025794,#DIV/0!,,,,,,
1115,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00028203259,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5421,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00028151128,-0.000012950,0.003908750,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
13112,DEPUTADO ESTADUAL,SUPLENTE,0.000620049527,0.00027994733,0.001705721,-0.000000031,0.000773149,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
23345,DEPUTADO ESTADUAL,NÃO ELEITO,0.001576298798,0.00027317020,0.004445604,0.004653280,0.000098729,-0.000000945,0.014327200,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
9080,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00027108493,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5041,DEPUTADO FEDERAL,NÃO ELEITO,0.001550048818,0.00027056362,0.004412303,-0.000000031,0.001926640,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
7789,DEPUTADO FEDERAL,SUPLENTE,0.000026299980,0.00026482913,0.000077701,-0.000000031,0.000036713,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
44744,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00026482913,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
7733,DEPUTADO FEDERAL,SUPLENTE,0.000026299980,0.00026378649,0.000077701,0.000930631,0.000036713,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5051,DEPUTADO FEDERAL,NÃO ELEITO,0.000355049729,0.00026378649,0.001037863,0.000372234,0.000444466,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
27470,DEPUTADO ESTADUAL,SUPLENTE,0.000593799547,0.00026170122,0.001748271,-0.000000031,0.000711133,-0.000000945,0.000096398,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65432,DEPUTADO ESTADUAL,SUPLENTE,0.000557549575,0.00025857332,0.001661320,-0.000000031,-0.000002047,-0.000000945,0.005289858,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4499,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00025700937,-0.000012950,0.001551073,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
90888,DEPUTADO ESTADUAL,SUPLENTE,0.000026299980,0.00025596674,0.000081401,0.000310190,-0.000002047,0.000122354,-0.000132548,0.000049685,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
70789,DEPUTADO ESTADUAL,SUPLENTE,0.000572549563,0.00025544542,0.001727921,0.000620410,-0.000002047,0.002399287,-0.000132548,0.000873045,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
18618,DEPUTADO ESTADUAL,NÃO ELEITO,0.001560917560,0.00025544542,0.004706457,-0.000000031,-0.000002047,0.000432206,-0.000132548,0.006173426,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4315,DEPUTADO FEDERAL,SUPLENTE,0.003286713744,0.00025492410,0.009929070,0.006672817,0.004080649,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5040,DEPUTADO FEDERAL,NÃO ELEITO,0.000212549838,0.00025336015,0.000647508,-0.000000031,0.000267721,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2766,DEPUTADO FEDERAL,NÃO ELEITO,0.000320049756,0.00025075356,0.000984212,-0.000000031,0.000401055,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2210,DEPUTADO FEDERAL,SUPLENTE,0.000007549994,0.00025023225,0.000025900,0.003722618,-0.000002047,-0.000000945,-0.000132548,0.000049685,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
50649,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00024762566,-0.000012950,0.000465300,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5034,DEPUTADO FEDERAL,NÃO ELEITO,0.000718799452,0.00024710434,0.002242227,-0.000000031,0.000895630,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
51007,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00024658303,-0.000012950,0.037905128,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
44775,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00024554039,-0.000012950,0.003722618,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
23000,DEPUTADO ESTADUAL,NÃO ELEITO,0.001463798884,0.00024345512,0.004632456,0.000558366,0.000873924,-0.000000945,0.007217824,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
44124,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00024136985,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
51333,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00023980590,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
21111,DEPUTADO ESTADUAL,SUPLENTE,0.001095049165,0.00023876327,0.003533543,0.001659650,0.001160747,-0.000000945,0.000228946,0.000512825,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65659,DEPUTADO ESTADUAL,SUPLENTE,0.000573174563,0.00023407141,0.001888873,-0.000000031,-0.000002047,-0.000000945,0.003030522,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
45444,DEPUTADO ESTADUAL,SUPLENTE,0.000124424905,0.00023302878,0.000414405,-0.000000031,0.000036713,0.000644323,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
54333,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00022990088,-0.000012950,0.003102176,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2255,DEPUTADO FEDERAL,SUPLENTE,0.000120049908,0.00022729429,0.000410705,0.003102176,0.000152993,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4466,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00022729429,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
31000,DEPUTADO ESTADUAL,SUPLENTE,0.000870049337,0.00022677297,0.002958186,-0.000000031,0.000773149,-0.000000945,-0.000132548,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1224,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00022677297,-0.000012950,0.004653280,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
4411,DEPUTADO FEDERAL,NÃO ELEITO,0.000223174830,0.00022468770,0.000767759,-0.000000031,-0.000002047,0.000331964,-0.000132548,0.000728957,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
23223,DEPUTADO ESTADUAL,NÃO ELEITO,0.000145049889,0.00022416639,0.000501356,0.023142436,0.000028961,-0.000000945,0.001072431,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
90321,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00022260244,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
12232,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00022260244,-0.000012950,0.000356723,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
33323,DEPUTADO ESTADUAL,SUPLENTE,0.000099891174,0.00022208112,0.000349654,0.000002141,-0.000002047,-0.000000945,0.000590440,-0.000001775,-0.002063099,0.004724162,-0.003025794,#DIV/0!,,,,,,
13789,DEPUTADO ESTADUAL,SUPLENTE,0.000620049527,0.00022208112,0.002153426,-0.000000031,0.000773149,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
50001,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00022208112,-0.000012950,0.002698889,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
10111,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00022208112,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
27450,DEPUTADO ESTADUAL,SUPLENTE,0.000476299637,0.00022155980,0.001659470,-0.000000031,0.000401055,0.000500473,0.000096398,0.000229795,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
28158,DEPUTADO ESTADUAL,SUPLENTE,0.000370049718,0.00022051717,0.001296866,0.000691761,-0.000002047,-0.000000945,-0.000132548,0.001542025,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
43043,DEPUTADO ESTADUAL,SUPLENTE,0.000536715841,0.00021999585,0.001881473,-0.000000031,0.000669789,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2100,DEPUTADO FEDERAL,NÃO ELEITO,0.000806299385,0.00021947453,0.002832384,0.005750531,0.001004157,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
65522,DEPUTADO ESTADUAL,SUPLENTE,0.000501299618,0.00021895322,0.001766771,-0.000000031,-0.000002047,-0.000000945,0.002337659,0.001027425,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
25123,DEPUTADO ESTADUAL,SUPLENTE,0.001782548641,0.00021686795,0.006330777,-0.000000031,0.002121989,-0.000000945,-0.000132548,0.000306985,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
10567,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00021582531,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
13111,DEPUTADO ESTADUAL,SUPLENTE,0.000001499999,0.00021426136,0.000011100,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,0.000865443,-0.003025794,#DIV/0!,,,,,,
4393,DEPUTADO FEDERAL,SUPLENTE,0.000936715536,0.00021165478,0.003411441,0.014487278,0.001165914,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
33222,DEPUTADO ESTADUAL,SUPLENTE,0.000133753648,0.00021165478,0.000492106,0.000021229,-0.000002047,-0.000000945,0.000590440,0.000255525,-0.002063099,0.000000000,-0.003025794,#DIV/0!,,,,,,
3021,DEPUTADO FEDERAL,NÃO ELEITO,0.000132444899,0.00021165478,0.000486556,0.001499576,0.000168366,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
11443,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00021165478,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
18018,DEPUTADO ESTADUAL,NÃO ELEITO,0.000045049966,0.00021113346,0.000170202,0.005273722,0.000059969,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
90777,DEPUTADO ESTADUAL,SUPLENTE,0.002302548244,0.00021009082,0.008439802,0.007538333,-0.000002047,-0.000000945,0.022111364,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
2788,DEPUTADO FEDERAL,NÃO ELEITO,0.000320049756,0.00020956951,0.001180314,-0.000000031,0.000401055,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
13500,DEPUTADO ESTADUAL,SUPLENTE,-0.000004949996,0.00020800556,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1810,DEPUTADO FEDERAL,NÃO ELEITO,0.000270049794,0.00020696292,0.001010112,-0.000000031,0.000339039,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
43143,DEPUTADO ESTADUAL,SUPLENTE,0.001674214973,0.00020644160,0.006247526,0.003009110,0.002065141,-0.000000945,-0.000132548,0.000049685,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1809,DEPUTADO FEDERAL,NÃO ELEITO,0.000720049451,0.00020487765,0.002710283,-0.000000031,0.000121985,-0.000000945,0.005892347,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5004,DEPUTADO FEDERAL,NÃO ELEITO,0.000063799951,0.00020435633,0.000246053,0.001085742,0.000083225,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5133,DEPUTADO FEDERAL,SUPLENTE,-0.000004949996,0.00020383502,-0.000012950,0.010857695,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1606,DEPUTADO FEDERAL,NÃO ELEITO,0.000209112341,0.00020227107,0.000801060,-0.000000031,-0.000002047,-0.000000945,0.001930979,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
51630,DEPUTADO ESTADUAL,NÃO ELEITO,-0.000004949996,0.00020070711,-0.000012950,-0.000000031,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5052,DEPUTADO FEDERAL,NÃO ELEITO,0.000650049504,0.00019914316,0.002517880,-0.000000031,0.000810358,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
43222,DEPUTADO ESTADUAL,SUPLENTE,0.000661715745,0.00019862185,0.002569681,0.000589388,0.000824828,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
1802,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00019757921,-0.000012950,0.002854000,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
5420,DEPUTADO FEDERAL,NÃO ELEITO,-0.000004949996,0.00019705789,-0.000012950,0.000294679,-0.000002047,-0.000000945,-0.000132548,-0.000001775,-0.002063099,-0.000198576,-0.003025794,#DIV/0!,,,,,,
