"SQ_CANDIDATO";"NM_VOTAVEL";"NR_VOTAVEL";"SITUCAO";"DS_CARGO";"CARGO_N";"SITUCAO_N";"RECEITA_TOTAL";"QTD_VOTOS";"CUSTO_VOTO";"VR_TOTAL_BEM_CANDIDATO";"Recursos_partido";"Recursos_proprios";"Recursos_outros_candidatos";"Recursos_pessoas_fisicas";"Rendimentos_aplicacoes";"Financiamento_Coletivo";"origens_nao_identificadas";"Comercio_bens_ou_eventos";"Doacoes_Internet";"DESPESA_CONTRATADA"
170000617061;SEVERINA ANTONIA NUNES;45145;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0272375;0.0000680;0.04005514705882353;0.00017409;0.0271875;;0.0005;;;;;;;0.027046888
170000616890;VALDENICE MACIEL FERREIRA;2755;NÃO ELEITO;DEPUTADO FEDERAL;0.6000;0.4000;0.00031;0.0000008;0.03875;;0.00031;;;;;;;;;0.00024202
170000615958;HALAN RICARDO DE LIMA PEDROSA;23023;NÃO ELEITO;DEPUTADO ESTADUAL;0.7000;0.4000;0.001;0.0000028;0.03571428571428572;;0.001;;;;;;;;;0.001
170000617104;ERICA FABIULA BARBOSA GOMES;3120;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.006;0.0000204;0.029411764705882353;;0.006;;;;;;;;;0.005997748
170000617047;QUIRAELY CARINA JESUS DA PAZ OLIVEIRA;10500;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.02465;0.0000866;0.028464203233256352;;0.02465;;;;;;;;;
170000617138;POLLYANA CRISTHINE ALVES;4334;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.006170333;0.0000224;0.027546129464285713;;0.006170333;;;;;;;;;0.005272506
170000616982;LUANA RODRIGUES DE SANTANA;1414;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.025316193;0.0000956;0.026481373430962345;0.00391774;0.025316193;;;;;;;;;0.0253148
170000621364;RANIELLE DE OLIVEIRA MACHADO;65095;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0002635;0.0000010;0.02635;;;;0.000635;0.0002;;;;;;0.0000013199999999999999
170000617376;MARIA DE JESUS FERREIRA HAWATT;70125;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00047;0.0000019;0.024736842105263158;;0.0003;;;0.00017;;;;;;0.0003
170000617019;CAROLINA MARTINELLI ROCHA;45600;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.017273136;0.0000709;0.024362674188998592;0.0010389765;0.017246136000000002;0.000006;;0.000021;;;;;;0.004855135000000002
170000614075;CLARICE LEMOS CORRÊA DE OLIVEIRA ANDRADE;1122;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.15;0.0006208;0.02416237113402062;0.0052186734;0.15;;;;;;;;;0.14983271899999973
170000616996;CLAUCIONE BARROS DE SOUSA LEMOS;4511;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.030415;0.0001289;0.02359581070597362;0.0003;0.030225;;;0.00019;;;;;;0.03017313500000001
170000617051;SANDRA MARIA DA MOTTA;10100;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.013540128;0.0000602;0.022491906976744188;;0.013540128;;;;;;;;;
170000617384;RISALVA CORREIA DA SILVA;70825;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00062;0.0000028;0.02214285714285714;;0.0003;;;0.00032;;;;;;0.000295
170000610296;MARIA DE OLIVEIRA;4041;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.031838119;0.0001474;0.021599809362279513;;0.031838119;;;;;;;;;0.029950206999999996
170000621410;EDMILSON JOSÉ DE CARVALHO;65222;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00300264;0.0000145;0.02070786206896552;0.005981919299999999;;0.00300264;;;;;;;;0.00299596
170000603141;ELAINE PEREIRA DO NASCIMENTO;27306;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000329;0.0000017;0.01935294117647059;;0.00031;;0.00019;;;;;;;0.00025
170000617130;ÉRIKA SIQUEIRA SANTOS;17817;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.025;0.0001315;0.019011406844106463;;0.025;;;;;;;;;0.03006
170000617144;FERNANDA MARIA DE CARVALHO ROLIM;43778;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0013675730000000002;0.0000072;0.018994069444444445;0.0076802;0.001358333;0.000009240000000000001;;;;;;;;0.0012701900000000003
170000616892;GILDA MARIA DA SILVA;2734;NÃO ELEITO;DEPUTADO FEDERAL;0.6000;0.4000;0.00031;0.0000018;0.017222222222222222;;0.00031;;;;;;;;;0.00023862
170000617101;AIDE BATISTA DE SANTANA;3145;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.0027;0.0000162;0.016666666666666666;;0.0027;;;;;;;;;0.0024866
170000617379;MIRANIR MARINA DE ALMEIDA SILVA;70026;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00047;0.0000034;0.013823529411764707;;0.0003;;;0.00017;;;;;;0.00030465500000000003
170000617188;KATIA GONÇALVES DA SILVA;31005;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.001;0.0000076;0.013157894736842105;;0.001;;;;;;;;;0.001
170000617136;MARCILAY DIAS DOS SANTOS;4333;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.007504833;0.0000579;0.012961715025906735;;0.007504833;;;;;;;;;0.007371139999999999
170000617151;VALNIRA ALMEIDA CAVALCANTI;43423;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.001358333;0.0000106;0.012814462264150945;0.0006;0.001358333;;;;;;;;;
170000607412;ELVIRA DE SIQUEIRA CAVALCANTI;2111;NÃO ELEITO;DEPUTADO FEDERAL;0.6000;0.4000;0.002471338;0.0000194;0.012738855670103093;;0.002471338;;;;;;;;;0.002471338
170000617331;ANA RITA SIMÕES CAMPELO;12321;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.001;0.0000080;0.0125;0.000030490300000000002;0.001;;;;;;;;;0.00029739
170000610288;LUCIA MARIA CRISPINIANO DA SILVA;4046;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.011932168;0.0000979;0.012188118488253321;0.00077;0.011932168;;;;;;;;;0.01
170000614146;BRUNA LUANA PINTO BARROS;77333;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.002025;0.0000176;0.01150568181818182;;0.002025;;;;;;;;;0.00199962
170000603131;MARTA NUNES RIBEIRO;27750;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000329;0.0000031;0.010612903225806452;;0.00031;;0.00019;;;;;;;0.00024918
170000615983;ROSE MARY VIEIRA FERNANDES;23017;NÃO ELEITO;DEPUTADO ESTADUAL;0.7000;0.4000;0.000340825;0.0000033;0.010328030303030302;0.0003258;0.00023;;0.00110825;;;;;;;0.0002
170000615954;CRISTIANO PEREIRA DE SOUZA;23198;NÃO ELEITO;DEPUTADO ESTADUAL;0.7000;0.4000;0.00012;0.0000012;0.01;;0.00002;;0.001;;;;;;;0.0001
170000617185;MARILIA GABRIELLA PEDROSA DE SOUSA;3171;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.00274056;0.0000280;0.009787714285714285;0.0036932509;0.00274056;;;;;;;;;0.0019861199999999996
170000617146;JOSEFA MARIA DA SILVA MIQUILES;43300;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.001358333;0.0000147;0.009240360544217686;;0.001358333;;;;;;;;;
170000603121;MARIA APARECIDA MARTINS DOS SANTOS;27100;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000679;0.0000074;0.009175675675675676;;0.00066;;0.00019;;;;;;;0.000584655
170000614171;GRACINA MARIA RAMOS BRAZ DA SILVA;22111;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.032109559999999995;0.0003642;0.008816463481603514;0.00013;0.032;;;0.00010955999999999999;;;;;;0.032104775
170000610287;POLINY DE AGUIAR E SILVA;4077;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.01044152;0.0001220;0.008558622950819673;0.00108;0.01044152;;;;;;;;;0.00999861
170000617120;MANOEL TABOSA JUNIOR;31031;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.012;0.0001421;0.008444757213230118;;0.001;;0.11;;;;;;;0.011993715
170000621361;JOANA GABRIELA DOS REIS CASOTTI;65777;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.001324;0.0000157;0.008433121019108281;;0.000801;;0.00323;0.0002;;;;;;0.000816
170000614175;LEONARDO COTTARD GIESTOSA;22122;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.03000132;0.0003671;0.008172519749387088;;0.02;0.0000013199999999999999;0.1;;;;;;;0.030000000000000006
170000610380;ANA FLAVIA BELEM DE BARROS;40000;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.020341331;0.0002668;0.007624187031484257;;0.020201331;;0.0014;;;;;;;0.02
170000617088;MARIANA NUNES DE ARAÚJO;17317;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0131575;0.0001741;0.007557438253877082;;0.0128;;0.003575;;;;;;;0.012786
170000617358;JEANE KATARINA PEREIRA DE OLIVEIRA DE SOUZA;70524;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00062;0.0000083;0.0074698795180722895;;0.0003;;;0.00032;;;;;;
170000621394;AMINADABE ROMUALDO DOS SANTOS;65654;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000455;0.0000061;0.007459016393442623;;;;0.00255;0.0002;;;;;;
170000628227;ROSANGELA MARIA DA SILVA;23251;NÃO ELEITO;DEPUTADO ESTADUAL;0.7000;0.4000;0.00034;0.0000046;0.007391304347826088;;0.00034;;;;;;;;;0.0003
170000617024;EDMO DA COSTA NEVES FILHO;14620;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.008485;0.0001175;0.007221276595744681;0.0167025884;0.002;;0.06;0.000485;;;;;;0.008
170000617140;ANIBAL DA SILVA REGO NETO;43110;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000433333;0.0000061;0.0071038196721311475;;0.000433333;;;;;;;;;0.0000013199999999999999
170000617135;LADELÇO GOMES NUNES;4300;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.004773333;0.0000708;0.006741995762711865;;0.004773333;;;;;;;;;0.00463957
170000617150;SVETLANA ROMAGNA VALENTIM;43433;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.001468333;0.0000222;0.006614112612612613;0.0007;0.001468333;;;;;;;;;0.00081205
170000614168;ALINE LEMOS CORREA DE OLIVEIRA ANDRADE;22022;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.080333;0.0012315;0.006523183110028421;;0.08;;0.00333;;;;;;;0.079969797
170000621462;GERALDO FERREIRA DE LUCENA;1390;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.0015;0.0000234;0.00641025641025641;0.00045;0.0015;;;;;;;;;0.0015
170000615963;MARCELO DA SILVA PINTO;23500;NÃO ELEITO;DEPUTADO ESTADUAL;0.7000;0.4000;0.00157;0.0000253;0.006205533596837945;;0.00107;;0.005;;;;;;;0.0015
170000614164;RODOLFO DONIZETI CARNEIRO DE ALBUQUERQUE ROCHA;2213;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.01010792;0.0001649;0.00612972710733778;0.002025;0.01;0.00000792;;0.0001;;;;;;0.01000792
170000629251;ENEIDE JUDITH GOMES;70671;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00012;0.0000020;0.006;;;;;0.00012;;;;;;
170000617041;MARIA DAS GRAÇAS DA SILVA MIRANDA;14777;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0015;0.0000252;0.005952380952380953;;0.0015;;;;;;;;;
170000614162;MARIA VANIA SILVA DE FARIAS;2299;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.0001;0.0000017;0.0058823529411764705;;0.0001;;;;;;;;;
170000617341;DAYSE HELENA GOMES DA SILVA;70432;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00062;0.0000107;0.005794392523364486;;0.0003;;;0.00032;;;;;;
170000617042;MARIA LUCIELLE SILVA LAURENTINO;25333;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.040107958;0.0007096;0.0056521925028184886;;0.015;;;0.024604558000000002;;0.005034;;;;0.04024381000000005
170000621494;GEOVANI DE MORAES NASCIMENTO;1316;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.00152;0.0000274;0.005547445255474452;;0.0015;;;0.00002;;;;;;0.00148646
170000617038;MANUEL PLACIDO DA SILVA FILHO;14555;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.01552;0.0002804;0.005534950071326677;0.002;0.001;;0.14;0.00052;;;;;;0.015
170000617055;TEREZINHA NUNES DA COSTA;45123;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.069240755;0.0012538;0.00552247208486202;0.0017819576;0.065099535;0.004;;0.0001;;0.0004122;;;;0.060341219999999994
170000615962;MARIA DO SOCORRO CANTANHEDE;23003;NÃO ELEITO;DEPUTADO ESTADUAL;0.7000;0.4000;0.0014626399999999999;0.0000269;0.005437323420074349;;0.0014613200000000001;0.0000013199999999999999;;;;;;;;0.001402123
170000617374;MANACÉS FRANCISCO DA SILVA;70999;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000334;0.0000062;0.005387096774193548;0.00055;;0.000064;;0.00027;;;;;;0.000064
170000617137;MARIA DA GRAÇA DE VASCONCELOS;4315;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.0026333330000000003;0.0000490;0.005374148979591837;0.002151;0.0026333330000000003;;;;;;;;;0.0013325
170000617337;AUREA FRANCISCA DA SILVA GOMES;70054;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00047;0.0000088;0.005340909090909091;;0.0003;;;0.00017;;;;;;0.00029811999999999997
170000629724;EDINEIDE MARIA DA SILVA;50170;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000074;0.0000014;0.005285714285714285;;0.000074;;;;;;;;;
170000603145;EGRE ARAUJO GUERRA;27007;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000429;0.0000082;0.005231707317073171;;0.00041;;0.00019;;;;;;;0.00034999999999999994
170000614159;HENRIQUE JOSE QUEIROZ COSTA;2222;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.1818;0.0035353;0.005142420728085311;0.013614800900000001;0.18;0.0018;;;;;;;;0.18018468499999954
170000610360;LAURA MOTA GOMES;40240;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.079460669;0.0015709;0.00505828945190655;0.0020320492;0.057467558999999994;0.01714401;;0.0048491;;;;;;0.076038936
170000614073;MARINALDO ROSENDO DE ALBUQUERQUE;1133;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.18098803500000002;0.0036327;0.004982190519448344;0.32235112099999996;0.179408;;;0.001580035;;;;;;0.21034003499999987
170000603117;SEVERINO BARBOZA DE SOUZA;27423;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000279;0.0000056;0.004982142857142857;;0.00026;;0.00019;;;;;;;0.00019517999999999998
170000617143;FELLIPE DE MORAES VASCONCELOS;43789;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.024763610999999998;0.0005016;0.004936924043062201;0.00078;0.005383611;0.00095;0.177;0.00073;;;;;;0.022918736999999995
170000610294;PATRÍCIA GONÇALVES BRASIL;4050;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.02;0.0004068;0.004916420845624386;;0.02;;;;;;;;;0.020000000000000004
170000616993;HEBERTE LAMARCK GOMES DA SILVA;4500;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.098406;0.0020026;0.004913911914511136;0.005;0.091925;;;0.006295;;0.00186;;;;0.10492909700000007
170000616883;JOAO AGRIPINO DA SILVA;2708;NÃO ELEITO;DEPUTADO FEDERAL;0.6000;0.4000;0.00026;0.0000054;0.004814814814814814;;0.00026;;;;;;;;;0.0002
170000621398;ANDREA SANTOS BEZERRA PAZ;65055;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0000525;0.0000011;0.004772727272727272;;;;0.000525;;;;;;;
170000621481;MÁRCIA LEILANE GAMA LACERDA DE ARAÚJO REIS;13678;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0011;0.0000235;0.004680851063829788;;0.001;0.0001;;;;;;;;0.000955
170000621413;ERIKA WALERIA PAULINO DA SILVA;65965;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0003285;0.0000071;0.004626760563380281;;0.0003;;0.000285;;;;;;;0.0003
170000621404;LUANA KELLY DE SOUZA ROCHA;65153;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0002285;0.0000050;0.00457;;;;0.000285;0.0002;;;;;;
170000617338;AURINEQUE DA COSTA SILVA;90777;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.001846;0.0000404;0.00456930693069307;0.00243;;;0.01846;;;;;;;0.0015
170000603143;MARIA VERA LUCIA DO NASCIMENTO DE SOUZA;27999;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0006801;0.0000149;0.004564429530201343;0.0004301413;0.0005107;0.0000004;0.00019;0.00015;;;;;;0.0006011
170000610364;ANA CLAUDIA CALLOU MATOS;40789;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.05334876799999999;0.0011755;0.00453838945129732;0.002254978;0.05;0.000000115;0.009;0.001728;;0.00720653;;;;0.05333425100000001
170000617039;MARCELO JOSE DE SANTANA;10456;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.006;0.0001343;0.004467609828741623;;0.006;;;;;;;;;
170000614110;CLEITON BARBOZA DO NASCIMENTO;11411;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.007716;0.0001728;0.004465277777777778;0.002959;0.007716;;;;;;;;;0.0075
170000614154;TEREZA CAROLINA ALVES DE SALES;77040;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000275;0.0000062;0.004435483870967742;;0.000025;;0.0025;;;;;;;
170000616889;GILMAR FERREIRA DE AMADEUS;2789;NÃO ELEITO;DEPUTADO FEDERAL;0.6000;0.4000;0.00026;0.0000059;0.004406779661016949;;0.00026;;;;;;;;;0.000186355
170000610293;RISOLENE RITA DE MELO FERRAZ BARRETO;4013;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.021621128;0.0004910;0.004403488391038697;;0.021621128;;;;;;;;;0.019999885000000002
170000616971;ANDRÉ REGIS DE CARVALHO;4560;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.06256;0.0014577;0.00429169239212458;0.0034024816;0.03;0.00045;0.2;0.01211;;;;;;0.061173733999999994
170000617119;JORGE NUNES DA SILVA;31545;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0003;0.0000070;0.004285714285714285;0.00156;0.0003;;;;;;;;;0.0003
170000610381;CLEUZA PEREIRA DO NASCIMENTO;40222;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.042318557;0.0010116;0.00418332908264136;0.005714210800000001;0.040589207;0.0001;0.0118;0.00044935;;;;;;0.040543229
170000617377;MARILANE JOSE DE SENA SILVA;70077;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00117;0.0000284;0.004119718309859155;;0.001;;;0.00017;;;;;;0.00056081
170000617351;GILMAR FERNANDES BENEVIDES;90222;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0025;0.0000611;0.004091653027823241;0.00037;0.0025;;;;;;;;;0.00249656
170000617342;EDUARDO MARTINS OLIVEIRA;90190;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.012253700999999999;0.0002997;0.004088655655655656;0.0102372856;;0.001403701;0.0925;0.0016;;;;;;0.010653701
170000614155;UBIRAJARA FERREIRA DA SILVA;77200;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0083225;0.0002043;0.004073666177190406;0.0007931495999999999;;;0.083225;;;;;;;0.007000000000000032
170000603115;ADILSON JOSÉ DA SILVA;27120;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000479;0.0000119;0.004025210084033613;;0.00046;;0.00019;;;;;;;0.0000013199999999999999
170000610295;SEVERINO DE SOUZA SILVA;4080;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.057582870999999994;0.0014647;0.00393137645934321;0.0013370212;0.050512871;0.0042;;0.00287;;;;;;0.054020788
170000617012;ANDREA MOURA BEZERRA DE MENEZES;25125;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0958;0.0024608;0.003893042912873862;0.00454741;0.095;;;0.0008;;;;;;0.09730768099999997
170000616972;ANTONIO CARLOS VIEIRA DOS SANTOS;2555;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.044;0.0011475;0.00383442265795207;;0.04;;0.04;;;;;;;0.05694814000000003
170000616978;JEFFERSON SOARES DOS SANTOS;1470;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.002255;0.0000595;0.0037899159663865546;0.0035161151000000002;0.002;0.000105;;0.00015;;;;;;0.002099731
170000617020;CLAUDOMIRA DE ANDRADE MORAIS FERREIRA;25678;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.010674296;0.0002818;0.0037878977998580554;;0.01;;;0.000674296;;;;;;0.009999999999999998
170000614112;DENIS ALVES DE SOUZA;11477;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0081;0.0002141;0.0037832788416627744;;;;0.075;0.0006;;;;;;0.0075
170000617359;JONAS AELSON GOMES DE SOUSA;70888;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00012;0.0000032;0.00375;;;;;0.00012;;;;;;
170000614132;JADEVAL MANOEL DE LIMA;33123;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.047525;0.0012912;0.003680684634448575;0.0031481351000000003;;0.0455;0.01125;0.0009;;;;;;0.045475963
170000614150;JOSÉ ENEDINO ALVES;77555;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.002025;0.0000560;0.0036160714285714286;0.00071;0.002025;;;;;;;;;0.001349999
170000617328;ADRIANA DA COSTA SOUSA;70400;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00062;0.0000172;0.0036046511627906975;;0.0003;;;0.00032;;;;;;
170000621382;CLAUDIA BETHANIA BEZERRA CORREIA;65651;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0023;0.0000647;0.003554868624420402;0.002475;0.001;;0.011;0.0002;;;;;;0.00193
170000614120;FABIO JOSE SILVA;3300;SUPLENTE;DEPUTADO FEDERAL;0.6000;0.5000;0.00066;0.0000186;0.0035483870967741938;;;;0.0066;;;;;;;
170000614115;JOSE ROBERTO SANTOS DE MOURA ACCIOLY;11677;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.09077312;0.0025949;0.0034981355736251876;;0.01;0.00651;0.6400311999999999;0.01026;;;;;;0.074339557
170000603113;AMARO FRANCISCO DE MORAES;27699;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00036182;0.0000104;0.003479038461538461;0.00014;0.0002;0.00014282;0.00019;;;;;;;0.00048563999999999996
170000626552;JULIANE BENIGNA DE LIMA;44123;NÃO ELEITO;DEPUTADO ESTADUAL;0.7000;0.4000;0.00100132;0.0000288;0.0034768055555555555;;;0.0000013199999999999999;0.01;;;;;;;0.00100132
170000607393;FRANCISCO SOARES DE BARROS;50321;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.000274;0.0000079;0.003468354430379747;0.00015;0.000274;;;;;;;;;0.0001969
170000614147;CLÁUDIA CORDEIRO DO NASCIMENTO;77477;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.0813415;0.0023483;0.0034638461866030746;;0.07225;;0.075915;0.0015;;;;;;0.077660922
170000617007;ADALBERTO JOSE DA SILVA;25123;SUPLENTE;DEPUTADO ESTADUAL;0.7000;0.5000;0.00143;0.0000417;0.003429256594724221;;0.00137;;;0.00006;;;;;;
